CATEGORY,YEAR,INDICATOR,SOURCE,DESCRIPTION,UNIT,MAP,GRAPH,FILE,OPTIONS,TYPE,AFG,ALB,DZA,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BIH,BWA,BRA,VGB,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COM,COG,COK,CRI,CIV,HRV,CUB,CYP,CZE,PRK,COD,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRD,GTM,GIN,GNB,GUY,HTI,VAT,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MRT,MUS,MEX,FSM,MCO,MNG,MNE,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,ANT,NZL,NIC,NER,NGA,NIU,NOR,OMN,PAK,PLW,PSE,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,KOR,MDA,ROU,RUS,RWA,KNA,LCA,VCT,WSM,SMR,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TJK,THA,MKD,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,TZA,USA,URY,UZB,VUT,VEN,VNM,YEM,ZMB,ZWE,GUF,ESH,TWN,GRL,EAZ,SJM,PRI,IMN,JEY,GGY,VIR,KOS,SSD,2,0
,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,2.388810319773221,1.0552330862873571,1.0490497316226062,,3.81790531240863,,0.16646226518486099,4.871745730070256,,,1.9414276267930226,1.4404185284715858,,0.18789897102933728,,3.2343138163759,2.4540732428109995,,,5.378698604204067,8.374384107620477,0.02308703701697805,,5.620678286146241,,0.7190905143668684,1.8291283897790183,,1.6336698741729436,1.6946502110540111,3.935648311368763,,1.5485742337671247,6.557970557054824,2.083524123757746,1.064756354227375,,4.74948146915795,4.768899131040051,1.7143272591427041,1.4803566744087457,2.3404621890465416,,4.093639762433581,,1.1012578678554144,5.58382164527999,,1.7889147519175577,0.43018747261280915,,1.4423694451583304,,1.256411657587337,0.009144005652299222,1.7663436699792794,2.7768431279179984,2.038343984677246,1.315603688163603,1.8802071235388595,,,,,3.7718845522477698,0.7551570171186711,1.606983810298049,2.80458934409546,8.13214069379028,,1.3386347571516573,4.776547976375364,,0.9754683725638583,3.0099417206425776,3.540637826923542,3.8823721882971434,4.710423002106243,0.716172380319735,4.656168758078065,,3.8168879652400625,0.2548495010979673,2.0019733394682926,0.001934552251940046,2.0159564156229006,2.7681462438720223,0.5545861057103514,1.1855818188364775,0.7761903732192997,0.8327397556176932,1.55239481188203,0.2771204361837092,0.7983963283799536,0.440007739905379,,3.04330222074809,27.461858048484387,0.0036600210110702817,,2.1719773258661283,,0.6736940963095525,4.8078477762290435,4.256479579525302,0.5330325592065683,,,,,4.478317787907633,4.5428456514710485,3.6948755888885416,1.5252797080415488,5.412549463305982,1.8296704145278333,,0.16613553316630816,3.7040173548435713,2.1566583028308464,,,0.4391419988808256,,,0.8641983203362648,3.710926369900145,4.893026604876765,0.26510909908928615,,4.638767211178629,0.36142401548251296,,0.4365665041362759,2.0168583133624445,4.029332783676474,11.383434545173115,,0.7525198915289584,,1.514528877685666,,,2.307539926935042,,4.319655426127574,1.435090315896735,3.978055655864114,1.9909411202895588,0.9189287251741421,,1.7251441674627694,,1.9573561962939994,,4.499956757280836,2.1263736913929354,1.588604550713991,1.5026178723620796,8.047974256621272,,5.686766756154007,0.40280386537713087,3.572812319640141,,,5.70830737487487,,,,9.28369712202426,1.8815362037057142,1.2976925511881534,1.1153338440900187,2.494828172428712,3.417540450605337,1.401729705595466,2.1812321035544975,1.2875679159872775,1.2527519737710662,0.8762400163008647,,2.8292391385031337,,2.2142992436862348,6.169408143526359,,,2.4260913207938097,1.3776564599638819,2.8844455906256457,,,,7.906989074676975,,0.10180040249171227,0.9587422544855223,1.8109550247870096,1.955621367125602,2.759944782354271,,18.00312500035925,2.818305986200925,2.4507106097910856,0.8068420714674881,2.7118411870962014,0.730102459275588,,,1.538029500308545,,,,,,,,,,,,
,,-,,,,,,,,,2.388810319773221,1.0552330862873571,1.0490497316226062,,3.81790531240863,,0.16646226518486099,4.871745730070256,,,1.9414276267930226,1.4404185284715858,,0.18789897102933728,,3.2343138163759,2.4540732428109995,,,5.378698604204067,8.374384107620477,0.02308703701697805,,5.620678286146241,,0.7190905143668684,1.8291283897790183,,1.6336698741729436,1.6946502110540111,3.935648311368763,,1.5485742337671247,6.557970557054824,2.083524123757746,1.064756354227375,,4.74948146915795,4.768899131040051,1.7143272591427041,1.4803566744087457,2.3404621890465416,,4.093639762433581,,1.1012578678554144,5.58382164527999,,1.7889147519175577,0.43018747261280915,,1.4423694451583304,,1.256411657587337,0.009144005652299222,1.7663436699792794,2.7768431279179984,2.038343984677246,1.315603688163603,1.8802071235388595,,,,,3.7718845522477698,0.7551570171186711,1.606983810298049,2.80458934409546,8.13214069379028,,1.3386347571516573,4.776547976375364,,0.9754683725638583,3.0099417206425776,3.540637826923542,3.8823721882971434,4.710423002106243,0.716172380319735,4.656168758078065,,3.8168879652400625,0.2548495010979673,2.0019733394682926,0.001934552251940046,2.0159564156229006,2.7681462438720223,0.5545861057103514,1.1855818188364775,0.7761903732192997,0.8327397556176932,1.55239481188203,0.2771204361837092,0.7983963283799536,0.440007739905379,,3.04330222074809,27.461858048484387,0.0036600210110702817,,2.1719773258661283,,0.6736940963095525,4.8078477762290435,4.256479579525302,0.5330325592065683,,,,,4.478317787907633,4.5428456514710485,3.6948755888885416,1.5252797080415488,5.412549463305982,1.8296704145278333,,0.16613553316630816,3.7040173548435713,2.1566583028308464,,,0.4391419988808256,,,0.8641983203362648,3.710926369900145,4.893026604876765,0.26510909908928615,,4.638767211178629,0.36142401548251296,,0.4365665041362759,2.0168583133624445,4.029332783676474,11.383434545173115,,0.7525198915289584,,1.514528877685666,,,2.307539926935042,,4.319655426127574,1.435090315896735,3.978055655864114,1.9909411202895588,0.9189287251741421,,1.7251441674627694,,1.9573561962939994,,4.499956757280836,2.1263736913929354,1.588604550713991,1.5026178723620796,8.047974256621272,,5.686766756154007,0.40280386537713087,3.572812319640141,,,5.70830737487487,,,,9.28369712202426,1.8815362037057142,1.2976925511881534,1.1153338440900187,2.494828172428712,3.417540450605337,1.401729705595466,2.1812321035544975,1.2875679159872775,1.2527519737710662,0.8762400163008647,,2.8292391385031337,,2.2142992436862348,6.169408143526359,,,2.4260913207938097,1.3776564599638819,2.8844455906256457,,,,7.906989074676975,,0.10180040249171227,0.9587422544855223,1.8109550247870096,1.955621367125602,2.759944782354271,,18.00312500035925,2.818305986200925,2.4507106097910856,0.8068420714674881,2.7118411870962014,0.730102459275588,,,1.538029500308545,,,,,,,,,,,,
,,-,,,,,,,,,5844.0,1265.0,7952.0,,4681.0,,,33575.0,,,27893.0,8141.0,,164.0,,19624.0,,,,,1520.0,65.0,,2507.0,,424.0,78415.0,,61.0,9856.0,2285.0,,2835.0,4670.0,46848.0,96.0,,1471.0,1435.0,7217.0,329392.0,13067.0,,906.0,,2473.0,4961.0,,10465.0,1087.0,,7369.0,,12078.0,60.0,79.0,3999.0,5995.0,20076.0,1584.0,,,,,634.0,5600.0,86881.0,442.0,214.0,,89384.0,6879.0,,11286.0,70.0,2710.0,2186.0,233.0,839.0,2477.0,,2225.0,2957.0,12935.0,2108.0,204201.0,46984.0,14601.0,6406.0,6310.0,5005.0,64462.0,1689.0,79856.0,1034.0,,6827.0,96.0,674.0,,849.0,,2086.0,372.0,780.0,2038.0,,,,,4230.0,2501.0,7673.0,121.0,1971.0,299.0,,593.0,1061.0,34065.0,,,695.0,,,10319.0,5805.0,7727.0,448.0,,3733.0,30229.0,,8893.0,1580.0,2371.0,31744.0,,10130.0,,28418.0,,,1928.0,,2131.0,12208.0,24069.0,39939.0,9233.0,,20601.0,,21573.0,,2658.0,42.0,101.0,79.0,,,,2563.0,2079.0,,,1231.0,,,,309.0,2288.0,21285.0,41947.0,5714.0,6695.0,249.0,550.0,9800.0,7759.0,4796.0,,27779.0,,,1252.0,,,787.0,3176.0,36245.0,,,,8470.0,,412.0,61506.0,9185.0,340107.0,2167.0,,,7072.0,15987.0,1952.0,2410.0,3480.0,,,11487.0,,,,,,,,,,,,
,,-,,,,,,,,,,,2092.32483309387,30222.1602394058,,,,4933.1439738464005,,,18841.5358695208,19340.9276019249,,18715.268881952,,223.252260032989,9374.168871966469,,19959.984738321,1381.2111164936402,446.739427808311,39794.9644417807,,1008.5791264556099,,1143.2784763693599,3138.54714330125,,,,214.787115697916,180.553399949194,,706.9481347659489,21044.655512108602,,,464.365284255168,423.338448900647,2888.12457656908,160.80668731469402,2060.63833457879,,1260.31712196955,,2814.2425910662,1520.9998150756198,,2167.3589337848803,,,,820.922144665409,27476.82430904,,,1773.4123566718104,2064.85579191024,421.352256108835,2306.54005798254,,,,,2637.38488094342,18386.342624678,19889.3332736154,5864.70684908089,378.14939129156,1839.7127796412399,19491.1793493613,485.39228564809304,,13762.3803867612,,1705.5967352491198,,394.365900777353,831.473435991024,,,1050.9458219236599,6938.43629845208,,26353.849996393597,266.591830471863,390.72653109500504,2660.8559016616,726.5898337348809,13783.744834180401,10090.1511138414,16849.6286483631,,17949.2215288764,,,489.14461317600404,2376.3713000977104,,,,3398.3104883696697,,333.024886835269,692.144423790104,,45916.4307705338,,31431.6812004991,,455.420178688752,200.781264700701,1660.7033586589903,,298.770324399964,3391.34434984222,,637.916085313318,,5122.20300644322,,85128.9677017958,,,,889.982744203488,,,,,178.40583044292302,23519.624153514702,,,1834.1404590201,362.983907025817,804.7463262681861,,27436.523676817902,5527.61611057841,338.36365171779204,,,3238.47656265383,910.3337687994231,807.527768098022,2427.8414545429,917.4381017433949,,9641.657449401591,,2512.0370430579997,,,5651.547213039667,215.068895728587,,,1762.47139139651,,22004.865726366403,,16913.6402895512,726.1243009631991,,5168.22441124581,427.329515127325,6496.196486653511,,,,,5165.8325372381,13673.202891314399,429.87726696255305,401.94330437905296,,1054.68474841341,24201.6516440481,,767.8650062593131,,646.075947202791,,,464.27179160875903,,,6656.491905622321,1377.7288256679699,3418.54856364829,,,,,,,20613.583257691498,,23491.445208443998,3208.17952972964,,,6829.93098568589,,,960.597781990003,710.8785673061091,,,,17101.0592569486,,,9840.174206815029,,,,,,,,
,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,2.233820977337552,1.0191553390098649,1.4917619139605034,,3.5774034223822158,,0.16535742106000142,4.081340902867869,,,1.577125356344531,1.3523583255523386,,0.21971372070190068,,3.0418163027294542,3.2294780577145685,,,6.1834232234881945,7.477067824501889,0.018918820872153696,,5.054958355282087,,1.1778227408623694,1.8196743656353846,,1.4289392365259923,1.8029291872844704,4.13095543290547,,2.4965081157501756,6.824636508664069,2.0530967643269937,1.1564618030794547,,4.781452608266035,4.89555145165075,2.432118654227059,1.421358451470726,2.34130912671083,,3.5204043927756397,,1.3783038140990649,4.924671721618999,,2.2265801809659473,1.127532394648639,,1.381235552774997,,1.613258927939832,0.009396749059955517,1.9079144328422548,3.1002297977252113,2.1619391001864807,1.3340638565359104,1.6842083910306083,,,,,3.9634572792102554,0.870879016986072,1.7231474336771406,2.655491462519534,7.145239369801722,,1.313023686475847,4.731932928725058,,1.11082710012487,3.555137891313508,3.888557499286804,3.9974603272693785,5.153338816305231,0.8710979449916704,5.2546193665191945,,4.189344302291309,0.27308620678246415,2.0204828345268875,0.00276578705880815,1.898739204142774,2.5513189617062144,0.5999131530389421,2.5185805305881037,0.7504471454895518,0.9199757434982111,1.5896457080932227,0.3579154687587276,0.9186369899482225,1.626526993298817,,2.870929559334105,19.30805164591484,0.002710607299989491,,1.9330211382073335,,0.9327223601930299,3.4277280334374907,4.195848958229487,0.4097474712046334,,,,,4.528423425412705,4.8977535889135435,3.7528269007022375,1.374331703695764,5.559892778845083,1.4517445531902686,,0.21487002869295882,4.077562670273213,2.3204904423047252,,,0.19768122988892714,,,1.2574853274418394,3.6644143642642386,4.5764838527456595,0.25823521592126764,,4.30721137209842,0.3453992862480703,,0.4963530047621095,2.3932045550401537,6.804217143274581,11.466317984791626,,0.7819737914392585,,1.4414946167185188,,,2.049264079745876,,4.210274328672429,1.2102650143162137,4.3959770852201,1.9707178853548768,1.0126957346293366,,1.940080929777964,,2.5241239336521826,,4.481628775122162,3.1334484303164194,1.7529335578100214,1.6253889163724295,8.942266730209026,,5.649408620360113,0.4392191812513431,3.219085272389809,,,6.10410705280121,,,,9.359633331346346,2.6630256260121965,2.148482350508276,1.2106755060818113,2.8336285241657113,3.476711797141091,1.2252732884499955,3.4431207227331995,1.4684839078656464,1.163755216853032,2.2495293736799935,,2.5163333533968917,,2.094332748043826,5.937467417589967,,,3.481965145303761,1.4302897264834722,3.6156287889329364,,,,8.087947372215508,,0.09012101457706403,0.9150029799941853,1.6784961211935363,1.8268230265288858,2.053262959013566,,15.930352336321354,3.241111879836965,2.352037169098565,0.7245097611446176,3.6296050556130273,1.4462772831482071,,,1.56441489185186,,,,,,,,,,,,
,,-,,,,,,,,,2.233820977337552,1.0191553390098649,1.4917619139605034,,3.5774034223822158,,0.16535742106000142,4.081340902867869,,,1.577125356344531,1.3523583255523386,,0.21971372070190068,,3.0418163027294542,3.2294780577145685,,,6.1834232234881945,7.477067824501889,0.018918820872153696,,5.054958355282087,,1.1778227408623694,1.8196743656353846,,1.4289392365259923,1.8029291872844704,4.13095543290547,,2.4965081157501756,6.824636508664069,2.0530967643269937,1.1564618030794547,,4.781452608266035,4.89555145165075,2.432118654227059,1.421358451470726,2.34130912671083,,3.5204043927756397,,1.3783038140990649,4.924671721618999,,2.2265801809659473,1.127532394648639,,1.381235552774997,,1.613258927939832,0.009396749059955517,1.9079144328422548,3.1002297977252113,2.1619391001864807,1.3340638565359104,1.6842083910306083,,,,,3.9634572792102554,0.870879016986072,1.7231474336771406,2.655491462519534,7.145239369801722,,1.313023686475847,4.731932928725058,,1.11082710012487,3.555137891313508,3.888557499286804,3.9974603272693785,5.153338816305231,0.8710979449916704,5.2546193665191945,,4.189344302291309,0.27308620678246415,2.0204828345268875,0.00276578705880815,1.898739204142774,2.5513189617062144,0.5999131530389421,2.5185805305881037,0.7504471454895518,0.9199757434982111,1.5896457080932227,0.3579154687587276,0.9186369899482225,1.626526993298817,,2.870929559334105,19.30805164591484,0.002710607299989491,,1.9330211382073335,,0.9327223601930299,3.4277280334374907,4.195848958229487,0.4097474712046334,,,,,4.528423425412705,4.8977535889135435,3.7528269007022375,1.374331703695764,5.559892778845083,1.4517445531902686,,0.21487002869295882,4.077562670273213,2.3204904423047252,,,0.19768122988892714,,,1.2574853274418394,3.6644143642642386,4.5764838527456595,0.25823521592126764,,4.30721137209842,0.3453992862480703,,0.4963530047621095,2.3932045550401537,6.804217143274581,11.466317984791626,,0.7819737914392585,,1.4414946167185188,,,2.049264079745876,,4.210274328672429,1.2102650143162137,4.3959770852201,1.9707178853548768,1.0126957346293366,,1.940080929777964,,2.5241239336521826,,4.481628775122162,3.1334484303164194,1.7529335578100214,1.6253889163724295,8.942266730209026,,5.649408620360113,0.4392191812513431,3.219085272389809,,,6.10410705280121,,,,9.359633331346346,2.6630256260121965,2.148482350508276,1.2106755060818113,2.8336285241657113,3.476711797141091,1.2252732884499955,3.4431207227331995,1.4684839078656464,1.163755216853032,2.2495293736799935,,2.5163333533968917,,2.094332748043826,5.937467417589967,,,3.481965145303761,1.4302897264834722,3.6156287889329364,,,,8.087947372215508,,0.09012101457706403,0.9150029799941853,1.6784961211935363,1.8268230265288858,2.053262959013566,,15.930352336321354,3.241111879836965,2.352037169098565,0.7245097611446176,3.6296050556130273,1.4462772831482071,,,1.56441489185186,,,,,,,,,,,,
,,-,,,,,,,,,5562.0,1212.0,6265.0,,4764.0,,,29758.0,,,38669.0,7960.0,,157.0,,18531.0,272.0,,,,1527.0,63.0,,2418.0,,366.0,78387.0,,65.0,10450.0,2268.0,,2457.0,4466.0,51605.0,97.0,,1389.0,1544.0,8025.0,303764.0,12792.0,,917.0,,2294.0,4868.0,,9822.0,1071.0,,6970.0,,10872.0,52.0,88.0,4011.0,5942.0,19454.0,1822.0,,,,,642.0,5684.0,83388.0,428.0,218.0,,85426.0,6715.0,,10623.0,,2556.0,2104.0,225.0,812.0,2408.0,,2241.0,2983.0,11565.0,1795.0,199663.0,45082.0,12958.0,5669.0,4536.0,4650.0,64958.0,1868.0,79242.0,936.0,,6526.0,,681.0,,846.0,,2186.0,420.0,761.0,1673.0,,,,,4141.0,2267.0,7082.0,111.0,2098.0,280.0,,543.0,1011.0,35884.0,,,705.0,,,8725.0,5705.0,8507.0,435.0,,3506.0,28548.0,,8620.0,1564.0,1826.0,31236.0,,11306.0,,27990.0,,,1693.0,,2044.0,32666.0,24968.0,39693.0,9254.0,,18906.0,,18187.0,,2554.0,,,,258.0,,,2624.0,2506.0,,,1224.0,,,,311.0,2264.0,20390.0,37908.0,5849.0,6501.0,246.0,554.0,10194.0,7416.0,4362.0,,27829.0,,246.0,1318.0,,,810.0,3069.0,34084.0,,,,8107.0,,326.0,57383.0,8616.0,289261.0,2307.0,,,7350.0,15616.0,1915.0,2235.0,2987.0,,,10633.0,,,,,,,,,,,,
,,-,,,,,,,,,,,2070.52326554126,29434.4804481467,,,,4881.37505106832,,,18647.2879025665,18541.6159854471,,17755.2097765411,,219.27612561544998,9311.623761087829,,18821.7419915173,1333.17339114467,440.80535345698405,38923.7706516998,,977.741632491044,,975.054755456577,2819.61669445754,,,,217.69220203034698,170.612558032358,,689.210231646335,20010.6372009466,,,464.547242858453,473.25405755375397,3090.52199488398,152.47523829690098,1975.6001450393899,,1200.75962402922,,2673.76500449242,1504.1158631275698,,2130.40912299357,,,,779.630765895124,26641.889071818397,,,1613.28713769692,1863.47689595909,427.094210729853,2255.74639948642,,,,,2412.15831553843,17283.9743981202,18872.606098321998,5421.743949713279,357.307089866488,1742.9927767454099,18661.129113431798,485.627091277108,,12790.006299981398,,1641.23835672221,,402.07870623910003,825.876934408108,,,1002.6688761455699,6356.42257692785,,25049.685328979303,264.038443497755,364.91235227870595,2591.5489655114898,718.905372831987,13375.1053569253,10166.998307682901,15835.8483662574,,16752.7435192853,,,478.98177413292603,2001.5943675619199,,,,3239.4019009758003,,269.033442619256,727.757620678414,,45996.3806683161,,29341.7377137861,,481.11984621625,202.58518972476398,1523.1143728810198,,308.158270519131,3253.6401444919898,,688.284790518459,,4897.07260482233,,81181.7864867957,,,,877.0630748780541,,,,,183.158792213622,22490.579141033,,,1777.3390920453198,449.887009836782,782.468620808987,,26444.707426021097,6700.51218269038,324.96809379558897,,,3159.56638787836,879.912515882652,770.773998550123,2369.0893311865398,866.748261161693,,8673.18533463868,,2227.4654541236605,,,5651.547213039667,214.110693766464,,,2005.09699243235,,20615.2742045207,,14126.431770696201,793.082523068475,,4841.916489460949,427.075490563412,5955.9560318539,,,,,5053.10962904598,12800.798403168501,408.720032181769,411.86512483742797,,996.762966295349,23318.1430543188,,868.838102010348,,602.655607142031,,,458.20828825188596,,,6641.658622708829,1411.53063469376,3391.4670478881103,,,,,,,19385.9490486467,,22448.5742828508,3200.12435041664,,,6600.408462729929,,,1003.6103732507801,717.080165762944,,,,16243.375211672399,,,9455.16702123547,,,,,,,,
,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,1.8730224349635731,0.9848340155439798,1.3731863922715943,,3.761042865982762,,2.0330138283083268,5.224060247785723,,,2.1564140898368502,1.4104915339763573,,0.13678945592676445,,2.9325960698498976,3.5580523657639547,,,6.381691028162383,8.57504433482851,0.024286283688258848,,4.795435114979964,,1.4295539030017472,1.9591803593424115,,1.4342992232837968,1.6519754753207927,4.055202351897739,,3.4368560087611746,6.779927961091478,2.5876803300462563,1.1695370980078266,,4.4945358520228265,5.682155946296285,2.676140175211623,1.5490044737221729,2.533642761089817,,3.5714164191572135,,1.1733638185345665,5.134003496374682,,2.0843129348425258,1.4689981175507383,,1.4868773653531149,,1.464204052943485,0.009909879722658553,2.16203446636805,3.612238048182395,2.457630045991459,1.3814616881229662,1.7971053850231666,,,,,4.463237218839377,0.8680197144880581,1.6999596902653435,2.5937273556599068,7.833286947956245,,1.346489482078422,5.150548336994051,,1.2047209691447318,3.849548134915612,4.187966622857734,3.982508129503085,4.7201913170442324,0.9278978973647846,5.070529093876749,,3.767849779009706,0.3219569764782554,1.9808840763195128,0.003302091085219712,2.048740041453218,2.8902355165477234,0.5175301480186751,1.2401411460199725,1.0298640852725387,0.8343770220369635,1.6489898981707936,0.33204824713360787,0.8914970249894828,1.3095688922266517,,2.861361363618754,30.219997493049494,0.0036778768345119527,,1.8336008205843217,,0.8687060500155082,6.135250005962747,4.3853842854974525,0.20759071736367907,,,,,4.5880564786576965,4.641311387393124,3.6413346857746998,1.9385341301550272,6.425694191177794,1.4870144473268467,,0.2530025369417318,3.8669762483730348,2.573289121737879,,,0.36092092274047893,,,1.3199445246732404,3.580645949297484,5.010016306093994,0.2536303721241655,,4.627514437702,0.3721000613121571,,0.4512559815071752,2.744845686088286,6.792145794052438,13.723190858792567,,0.7567944670076718,,1.3089477694988683,,,2.2134944734908535,,4.221253777932692,0.9671093470790779,4.043263969312327,1.8758066518288932,1.2650577858044705,,2.083607161903907,,2.119889815702133,,4.586620356272377,4.2142417938133905,2.11760107777902,2.0364662466407233,9.359740189037588,,9.040008304807445,0.9022733950466487,5.713122651145601,,,6.263033505200499,,,,9.987581888657635,2.0266348088479864,2.1272331804866793,1.379018874141515,2.7343871312950254,3.8871260453495693,1.3025423477842397,2.817482558372677,1.5491096637829094,1.3237743065761294,1.2925166389811276,,2.823404875990324,,2.0350589590652595,6.869759575282793,,,3.0624468435347043,1.2038880644556684,4.170209179766932,,,,8.228547765002274,,0.09163792764904147,1.0550620352522138,1.578773289476121,1.9856372677218264,2.265195577768258,,22.95444364476008,3.465434701828372,2.396345375165568,0.8134661871184553,2.654508494450617,1.1940115419667288,,,1.6445577760205283,,,,,,,,,,,,
